/home/benjamin/Documents/test_rust/gzip_parser/test.pairs.gz.stats.tsv
         3717729 function calls (3631924 primitive calls) in 24.237 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:101(get_default_editor)
        1    0.000    0.000    0.000    0.000 builtins.py:211(BinOpMod)
        1    0.000    0.000    0.000    0.000 Restriction.py:673(NoCut)
       14    0.000    0.000    0.000    0.000 completer.py:750(completion_matcher)
        1    0.000    0.000    0.000    0.000 builtins.py:898(MinMaxBase)
        2    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
        1    0.000    0.000    0.000    0.000 range.py:121(ContentRange)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 Label.py:6(Label)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1812(NdPPoly)
        1    0.000    0.000    0.000    0.000 packer.py:60(ArgPacker)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
        1    0.000    0.000    0.000    0.000 prefix.py:10(PrefixPart)
        1    0.000    0.000    0.000    0.000 minidom.py:1227(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        1    0.000    0.000    0.000    0.000 nested.py:19(NestedCompleter)
        1    0.000    0.000    0.000    0.000 utils.py:98(_C)
        1    0.000    0.000    0.000    0.000 normalizer.py:118(Issue)
        1    0.000    0.000    0.000    0.000 targets.py:27(flatten)
        1    0.000    0.000    0.000    0.000 sql.py:922(SQLTable)
        1    0.000    0.000    0.000    0.000 displaypub.py:128(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 fileops.py:407(TreeViewer)
        1    0.000    0.000    0.000    0.000 PirIO.py:110(PirIterator)
        1    0.000    0.000    0.000    0.000 ptutils.py:93(IPythonPTCompleter)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 _json.py:7(_CompactJSON)
        1    0.000    0.000    0.000    0.000 _cubic.py:166(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 signer.py:76(Signer)
        3    0.000    0.000    0.000    0.000 imputils.py:144(_decorate_getattr)
        1    0.000    0.000    0.000    0.000 _trustregion.py:30(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 resources.py:245(UCSCClient)
        1    0.000    0.000    0.000    0.000 Canvas.py:6(Canvas)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:1328(_MetadataRequester)
        1    0.000    0.000    0.000    0.000 mvn.py:1(<module>)
       12    0.000    0.000    0.000    0.000 filters.py:366(publish_method)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
       15    0.000    0.000    0.000    0.000 results.py:455(<lambda>)
        1    0.000    0.000    0.000    0.000 protocol.py:77(ColumnNullType)
        3    0.000    0.000    0.000    0.000 stdlib.py:712(_create_string_input_function)
        1    0.000    0.000    0.000    0.000 Address.py:6(Address)
        1    0.000    0.000    0.000    0.000 matcher.py:34(__init__)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:317(gettempdirb)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 Tabs.py:6(Tabs)
        1    0.000    0.000    0.000    0.000 vode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:900(PathDistribution)
        6    0.000    0.000    0.000    0.000 _grouping.py:82(<genexpr>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 transforms.py:1695(TransformWrapper)
        1    0.000    0.000    0.000    0.000 config.py:50(Config)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        2    0.000    0.000    0.000    0.000 pathlib.py:741(parents)
       18    0.000    0.000    0.000    0.000 options.py:15(__init__)
        1    0.000    0.000    0.000    0.000 lexer.py:358(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 initialise.py:9(_wipe_internal_state_for_tests)
        3    0.000    0.000    0.000    0.000 core.py:1635(__invert__)
        1    0.000    0.000    0.000    0.000 H3.py:6(H3)
        1    0.000    0.000    0.000    0.000 jsonapi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:358(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 caching.py:447(IndexDataCacheFile)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:517(TemporaryResourcesManager)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:10(LaplacianNd)
        1    0.000    0.000    0.000    0.000 npydecl.py:24(Numpy_rules_ufunc)
        1    0.000    0.000    0.000    0.000 _base.py:407(SparseCoefMixin)
        1    0.000    0.000    0.000    0.000 Iframe.py:6(Iframe)
        5    0.000    0.000    0.000    0.000 pretty.py:874(for_type_by_name)
        1    0.000    0.000    0.000    0.000 http.py:124(COEP)
        1    0.000    0.000    0.000    0.000 Fieldset.py:6(Fieldset)
        1    0.000    0.000    0.000    0.000 __init__.py:57(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 axis3d.py:739(XAxis)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 ObjectEl.py:6(ObjectEl)
       10    0.000    0.000    0.000    0.000 dependencies.py:230(<genexpr>)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
        1    0.000    0.000    0.000    0.000 Slider.py:6(Slider)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:534(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3909(<lambda>)
        1    0.000    0.000    0.000    0.000 gen.py:722(Runner)
        1    0.000    0.000    0.000    0.000 loss.py:130(__init__)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 appdirs.py:362(AppDirs)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 _ndbspline.py:26(NdBSpline)
        1    0.000    0.000    0.000    0.000 scale.py:499(AsinhScale)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
        1    0.000    0.000    0.000    0.000 Restriction.py:762(OneCut)
        1    0.000    0.000    0.000    0.000 ipc.py:34(RecordBatchStreamReader)
        1    0.000    0.000    0.000    0.000 multi.py:208(names_compat)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 decorators.py:53(_AdapterFunctionCode)
        1    0.000    0.000    0.000    0.000 _common.py:371(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 group.py:778(ExternalLink)
        1    0.000    0.000    0.000    0.000 managerabc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:476(BaseStructType)
        2    0.000    0.000    0.000    0.000 textwrap.py:361(fill)
        1    0.000    0.000    0.000    0.000 certs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 shellapp.py:126(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1560(CirclePolygon)
        1    0.000    0.000    0.000    0.000 config.py:511(num_threads_default)
        1    0.000    0.000    0.000    0.000 dates.py:1719(DateConverter)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:73(UFuncDispatcher)
        1    0.000    0.000    0.000    0.000 base_parser.py:102(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 MapEl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instance.py:61(AnonymousMethodExecutionContext)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:272(SystemAssign)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 Dropdown.py:6(Dropdown)
        1    0.000    0.000    0.000    0.000 Abbr.py:6(Abbr)
        1    0.000    0.000    0.000    0.000 sessions.py:288(SecureCookieSessionInterface)
        2    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
        1    0.000    0.000    0.000    0.000 ticker.py:2619(AsinhLocator)
        1    0.000    0.000    0.000    0.000 nodes.py:623(Tuple)
        2    0.000    0.000    0.000    0.000 expr.py:10608(str)
        1    0.000    0.000    0.000    0.000 file_io.py:6(FileIO)
        1    0.000    0.000    0.000    0.000 Li.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:71(EvalContext)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Select.py:6(Select)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 Param.py:6(Param)
        1    0.000    0.000    0.000    0.000 H4.py:6(H4)
        1    0.000    0.000    0.000    0.000 sigutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 Graph.py:6(Graph)
        1    0.000    0.000    0.000    0.000 Center.py:6(Center)
        2    0.000    0.000    0.000    0.000 tracker.py:35(__init__)
        1    0.000    0.000    0.000    0.000 saxutils.py:227(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1536(RadioButtons)
        1    0.000    0.000    0.000    0.000 nodes.py:655(Dict)
        1    0.000    0.000    0.000    0.000 base.py:26(Completion)
        1    0.000    0.000    0.000    0.000 formatters.py:817(JSONFormatter)
        1    0.000    0.000    0.000    0.000 parallel.py:566(gen_snt_check)
        1    0.000    0.000    0.000    0.000 postproc.py:31(VariableLifetime)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7345(nakagami_gen)
        1    0.000    0.000    0.000    0.000 core.py:456(DebugActions)
        2    0.000    0.000    0.001    0.000 transforms.py:93(populate)
        1    0.000    0.000    0.000    0.000 parfor.py:1988(ConvertNumpyPass)
        1    0.000    0.000    0.000    0.000 geo.py:386(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 pickleshare.py:69(PickleShareDB)
        1    0.000    0.000    0.000    0.000 bytecode.py:260(_ByteCode)
        1    0.000    0.000    0.000    0.000 _classification_threshold.py:413(_CurveScorer)
        1    0.000    0.000    0.000    0.000 _ni_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Article.py:6(Article)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1367(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 Code.py:6(Code)
        1    0.000    0.000    0.000    0.000 Ol.py:6(Ol)
        7    0.000    0.000    0.000    0.000 typing.py:1462(__repr__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 Div.py:6(Div)
        1    0.000    0.000    0.000    0.000 MapEl.py:6(MapEl)
        1    0.000    0.000    0.000    0.000 unicode.py:234(Japanese)
        5    0.000    0.000    0.000    0.000 rcsetup.py:596(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 Blink.py:6(Blink)
        1    0.000    0.000    0.000    0.000 manager.py:11(__init__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:304(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 renderer.py:321(CPR_Support)
        2    0.000    0.000    0.000    0.000 parallel.py:157(decorator)
        1    0.000    0.000    0.000    0.000 functions.py:490(WeakType)
        1    0.000    0.000    0.000    0.000 scale.py:464(AsinhTransform)
        1    0.000    0.000    0.000    0.000 Aside.py:6(Aside)
        1    0.000    0.000    0.000    0.000 Figcaption.py:6(Figcaption)
        1    0.000    0.000    0.000    0.000 _constraints.py:17(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 Col.py:6(Col)
        6    0.000    0.000    0.000    0.000 imputils.py:103(decorate)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 Colgroup.py:6(Colgroup)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 _plot.py:504(ValidationCurveDisplay)
        1    0.000    0.000    0.000    0.000 codegen.py:1337(_get_host_cpu_features)
        1    0.000    0.000    0.000    0.000 Option.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:817(Call)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
       27    0.000    0.000    0.000    0.000 _pyio.py:845(raw)
        1    0.000    0.000    0.000    0.000 Mark.py:1(<module>)
       11    0.000    0.000    0.000    0.000 utils.py:42(<genexpr>)
        8    0.000    0.000    0.000    0.000 reduction.py:27(register)
        1    0.000    0.000    0.000    0.000 models.py:302(OpaqueModel)
        1    0.000    0.000    0.000    0.000 Del.py:6(Del)
        1    0.000    0.000    0.000    0.000 etag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1171(LiftedWith)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(MissingParameter)
        1    0.000    0.000    0.000    0.000 traitlets.py:2331(make_dynamic_default)
        1    0.000    0.000    0.000    0.000 rules.py:20(Weighting)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7250(moyal_gen)
        1    0.000    0.000    0.000    0.000 _pyio.py:1413(__init__)
        1    0.000    0.000    0.000    0.000 getargspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:79(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 Option.py:6(Option)
        1    0.000    0.000    0.000    0.000 containers.py:191(_Split)
        1    0.000    0.000    0.000    0.000 byteflow.py:31(CALL_INTRINSIC_1_Operand)
        1    0.000    0.000    0.000    0.000 ticker.py:837(LogFormatter)
        1    0.000    0.000    0.000    0.000 Th.py:6(Th)
        1    0.000    0.000    0.000    0.000 _set_output.py:344(_SetOutputMixin)
        1    0.000    0.000    0.000    0.000 _base.py:96(_TransformedBoundsLocator)
        2    0.000    0.000    0.000    0.000 types.py:76(resolve_bases)
        1    0.000    0.000    0.000    0.000 Caption.py:6(Caption)
        1    0.000    0.000    0.000    0.000 containers.py:2646(DynamicContainer)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:298(FlexiBLASController)
        1    0.000    0.000    0.000    0.000 Bdi.py:6(Bdi)
        1    0.000    0.000    0.000    0.000 Bdo.py:6(Bdo)
        7    0.000    0.000    0.000    0.000 threadpoolctl.py:174(<genexpr>)
        1    0.000    0.000    0.000    0.000 typed_passes.py:869(PreLowerStripPhis)
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 Kbd.py:6(Kbd)
        1    0.000    0.000    0.000    0.000 DatePickerSingle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 passmanagers.py:91(create_module_pass_manager)
        1    0.000    0.000    0.000    0.000 category.py:118(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 ffi.py:161(_lib_fn_wrapper)
        1    0.000    0.000    0.000    0.000 config.py:147(reset)
        1    0.000    0.000    0.000    0.000 pytables.py:4371(AppendableTable)
        1    0.000    0.000    0.000    0.000 Big.py:6(Big)
        1    0.000    0.000    0.000    0.000 traitlets.py:2585(Int)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py311.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6896(kappa4_gen)
        1    0.000    0.000    0.000    0.000 Li.py:6(Li)
        1    0.000    0.000    0.000    0.000 connection.py:364(Connection)
        1    0.000    0.000    0.000    0.000 config_init.py:295(is_terminal)
        1    0.000    0.000    0.000    0.000 Meta.py:1(<module>)
        3    0.000    0.000    0.000    0.000 types.py:301(_create_instance)
        1    0.000    0.000    0.000    0.000 Meta.py:6(Meta)
        1    0.000    0.000    0.000    0.000 struct.py:17(StructNameSpace)
        1    0.000    0.000    0.000    0.000 Progress.py:6(Progress)
        1    0.000    0.000    0.000    0.000 Restriction.py:841(TwoCuts)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:426(MKLController)
        1    0.000    0.000    0.000    0.000 Optgroup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Rb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:211(UpdateDictMixin)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 helpers.py:658(OpAssoc)
        1    0.000    0.000    0.000    0.000 prefilter.py:580(MagicHandler)
        1    0.000    0.000    0.000    0.000 axis3d.py:747(YAxis)
        1    0.000    0.000    0.000    0.000 Loading.py:6(Loading)
        1    0.000    0.000    0.000    0.000 Q.py:6(Q)
        1    0.000    0.000    0.000    0.000 static_getitem.py:139(RewriteConstSetitems)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertAxes)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1296(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 generator.py:37(Grammar)
        1    0.000    0.000    0.000    0.000 utils.py:242(__init_subclass__)
        3    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 protocol.py:191(DataFrame)
        4    0.000    0.000    0.000    0.000 core.py:5046(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:319(For)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        5    0.000    0.000    0.000    0.000 api.py:27(<genexpr>)
        1    0.000    0.000    0.000    0.000 signer.py:48(HMACAlgorithm)
        1    0.000    0.000    0.000    0.000 selections.py:163(PointSelection)
        1    0.000    0.000    0.000    0.000 Output.py:6(Output)
        1    0.000    0.000    0.000    0.000 prefilter.py:667(EmacsHandler)
        1    0.000    0.000    0.000    0.000 Strike.py:6(Strike)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2378(ImageUriValidator)
        1    0.000    0.000    0.000    0.000 _json.py:226(Writer)
        1    0.000    0.000    0.000    0.000 RadioItems.py:6(RadioItems)
        1    0.000    0.000    0.000    0.000 constants.py:422(PollEvent)
        1    0.000    0.000    0.000    0.000 Q.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:603(make_html_tags)
        1    0.000    0.000    0.000    0.000 synchronize.py:376(Barrier)
        3    0.000    0.000    0.000    0.000 builder.py:84(wrap)
        1    0.000    0.000    0.000    0.000 Nav.py:6(Nav)
        1    0.000    0.000    0.000    0.000 axis3d.py:755(ZAxis)
        1    0.000    0.000    0.000    0.000 Col.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2153(info)
        1    0.000    0.000    0.000    0.000 ticker.py:2711(LogitLocator)
        1    0.000    0.000    0.000    0.000 _common.py:144(NicDuplex)
        1    0.000    0.000    0.000    0.000 Section.py:6(Section)
        1    0.000    0.000    0.000    0.000 Video.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pyio.py:1284(flush)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 Marquee.py:6(Marquee)
        1    0.000    0.000    0.000    0.000 Source.py:6(Source)
        1    0.000    0.000    0.000    0.000 Nav.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Title.py:6(Title)
        1    0.000    0.000    0.000    0.000 _pslinux.py:121(IOPriority)
        1    0.000    0.000    0.000    0.000 containers.py:704(DictType)
        1    0.000    0.000    0.000    0.000 Meter.py:1(<module>)
        4    0.000    0.000    0.000    0.000 traitlets.py:2936(validate)
        1    0.000    0.000    0.000    0.000 typeinfer.py:191(Propagate)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        1    0.000    0.000    0.001    0.001 H5.py:6(H5)
        1    0.000    0.000    0.000    0.000 containers.py:82(Container)
        1    0.000    0.000    0.000    0.000 style.py:180(Priority)
        1    0.000    0.000    0.000    0.000 Content.py:6(Content)
        1    0.000    0.000    0.000    0.000 Figure.py:6(Figure)
        1    0.000    0.000    0.000    0.000 bunch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 scaffold.py:248(static_url_path)
        1    0.000    0.000    0.000    0.000 formatters.py:782(JPEGFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:980(PathPatch)
        1    0.000    0.000    0.000    0.000 Button.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        1    0.000    0.000    0.000    0.000 H6.py:6(H6)
        1    0.000    0.000    0.000    0.000 Optgroup.py:6(Optgroup)
        1    0.000    0.000    0.000    0.000 pbgzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Data.py:6(Data)
        1    0.000    0.000    0.000    0.000 H3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:15(SimpleIterableType)
        1    0.000    0.000    0.000    0.000 vi.py:60(TextObjectType)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:708(Namespaces)
        1    0.000    0.000    0.000    0.000 Dt.py:6(Dt)
        1    0.000    0.000    0.000    0.000 builtins.py:738(NumberAttribute)
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        1    0.000    0.000    0.000    0.000 basevalidators.py:376(DataArrayValidator)
        1    0.000    0.000    0.000    0.000 selector_events.py:1213(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        8    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 Track.py:6(Track)
        1    0.000    0.000    0.000    0.000 scrollable_pane.py:19(ScrollablePane)
        1    0.000    0.000    0.000    0.000 ssl.py:556(options)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 Br.py:6(Br)
        1    0.000    0.000    0.000    0.000 history.py:878(HistorySavingThread)
        1    0.000    0.000    0.000    0.000 Font.py:1(<module>)
        1    0.000    0.000    0.000    0.000 templates.py:1040(_OverloadAttributeTemplate)
        1    0.000    0.000    0.000    0.000 Frameset.py:6(Frameset)
        1    0.000    0.000    0.000    0.000 Plaintext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:425(FromImport)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 Plaintext.py:6(Plaintext)
        1    0.000    0.000    0.000    0.000 containers.py:234(HSplit)
        1    0.000    0.000    0.000    0.000 Interval.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:208(_is_param_expr)
        1    0.000    0.000    0.000    0.000 Details.py:6(Details)
        1    0.000    0.000    0.000    0.000 __init__.py:143(__getattr__)
        1    0.000    0.000    0.000    0.000 Interval.py:6(Interval)
        1    0.000    0.000    0.000    0.000 H1.py:6(H1)
        1    0.000    0.000    0.000    0.000 Time.py:6(Time)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:159(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 Pre.py:1(<module>)
        2    0.000    0.000    0.000    0.000 importstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:465(HelpEnd)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:242(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 base.py:1242(_initialize_llvm_lock_event)
       16    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 axisgrid.py:1177(PairGrid)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:406(_HTMLDocumentationLinkMixin)
        1    0.000    0.000    0.000    0.000 parser_utils.py:216(_get_parent_scope_cache)
        1    0.000    0.000    0.000    0.000 DataTable.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:886(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 Footer.py:6(Footer)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 Td.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _param_validation.py:282(_InstancesOf)
        1    0.000    0.000    0.000    0.000 drawing.py:70(BoxStyle)
        1    0.000    0.000    0.000    0.000 registry.py:20(_toplevel_typing_context)
       22    0.000    0.000    0.000    0.000 targetconfig.py:42(doc)
        1    0.000    0.000    0.000    0.000 Keygen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glm.py:462(PoissonRegressor)
        1    0.000    0.000    0.000    0.000 utils.py:388(OrderedSet)
        1    0.000    0.000    0.000    0.000 config.py:107(__new__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2879(genlogistic_gen)
        2    0.000    0.000    0.000    0.000 _pyio.py:1729(tell)
        1    0.000    0.000    0.000    0.000 rolling.py:683(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 Ol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 H2.py:6(H2)
        1    0.000    0.000    0.000    0.000 Dl.py:6(Dl)
        1    0.000    0.000    0.002    0.002 __init__.py:346(__getattr__)
        1    0.000    0.000    0.000    0.000 function_type.py:10(FunctionType)
        1    0.000    0.000    0.000    0.000 Keygen.py:6(Keygen)
        1    0.000    0.000    0.000    0.000 ObjectEl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Area.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http.py:131(COOP)
        1    0.000    0.000    0.000    0.000 Shadow.py:6(Shadow)
        1    0.000    0.000    0.000    0.000 Samp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 local_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 targets.py:180(from_default_triple)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        1    0.000    0.000    0.000    0.000 info.py:772(_DataFrameTableBuilder)
        9    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 typing.py:243(TypeAlias)
        1    0.000    0.000    0.000    0.000 Clipboard.py:6(Clipboard)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 Xmp.py:6(Xmp)
        1    0.000    0.000    0.000    0.000 object_file.py:32(ObjectFileRef)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
        1    0.000    0.000    0.000    0.000 H1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:404(_NumberParamTypeBase)
        1    0.000    0.000    0.000    0.000 B.py:6(B)
        1    0.000    0.000    0.000    0.000 _dispatcher.py:453(ArgKminClassMode)
        1    0.000    0.000    0.000    0.000 typeinfer.py:43(TypeVar)
